,Blog title,Blog date,Blog image URL,Blog likes count
185,Travel & Hospitality Sector Will Take 12-15 Months To Cross Pre-covid Level Hiring Figures: Industry Leaders,"December 16, 2020",https://rategain.com/blog/travel-hospitality-sector-will-take-12-15-months-to-cross-pre-covid-level-hiring-figures-industry-leaders/,0 likes
186,What Hotels Need to Know About the Staycation Boom,"December 16, 2020",https://rategain.com/blog/what-hotels-need-to-know-about-the-staycation-boom/,0 likes
187,Here’s How Hoteliers Can Attract New Travelers in the Post-COVID Era,"December 16, 2020",https://rategain.com/blog/heres-how-hoteliers-can-attract-new-travelers-in-the-post-covid-era/,0 likes
188,How Airline Revenue Management and Pricing Teams Respond to Revenue Volatility?,"December 15, 2020",https://rategain.com/blog/how-airline-revenue-management-and-pricing-teams-respond-to-revenue-volatility/,0 likes
189,Revenue Volatility in Airlines is Here to Stay: What can Revenue & Pricing Teams do About it?,"December 15, 2020",https://rategain.com/blog/revenue-volatility-in-airlines-is-here-to-stay-what-can-revenue-pricing-teams-do-about-it/,0 likes
190,These New Car Rental Subscription Programs Will Get You There,"December 15, 2020",https://rategain.com/blog/these-new-car-rental-subscription-programs-will-get-you-there/,0 likes
191,"Pardon me, your politics are showing","December 12, 2020",https://rategain.com/blog/pardon-me-your-politics-are-showing/,0 likes
192,"New Deal Europe Weekly Update on Tourism to the Balkan Region, Week 24","December 12, 2020",https://rategain.com/blog/new-deal-europe-weekly-update-on-tourism-to-the-balkan-region-week-24/,0 likes
193,See the Green Shoots of Recovery with Smart Distribution’s latest addition “Future Demand”,"October 21, 2020",https://rategain.com/blog/see-the-green-shoots-of-recovery-with-smart-distributions-latest-addition-future-demand/,1 like
194,Seven Tactics to Keep your Hotel's Distribution Healthy and Highly Profitable,"October 7, 2020",https://rategain.com/blog/seven-tactics-to-keep-your-hotels-distribution-healthy-and-highly-profitable/,3 likes
195,Bespoke Strategies for Opening the Doors to the European Market,"August 25, 2020",https://rategain.com/blog/bespoke-strategies-for-opening-the-doors-to-the-european-market/,3 likes
196,A New Era of Exploration is Coming to Hoteliers. Stay Tuned!,"August 20, 2020",https://rategain.com/blog/a-new-era-of-exploration-is-coming-to-hoteliers-stay-tuned/,1 like
197,Perspectives with Saurabh Prakash: How Hotels Can Get Digital Right for Recovery,"August 14, 2020",https://rategain.com/blog/perspectives-with-saurabh-prakash-how-hotels-can-get-digital-right-for-recovery/,1 like
198,Perspectives with Debojo: How Survival Became A Success Metric at SpiceJet,"July 22, 2020",https://rategain.com/blog/perspectives-with-debojo-how-survival-became-a-success-metric-at-spicejet/,1 like
199,Strategies for Hoteliers to Get Back to Business for UK Market,"July 20, 2020",https://rategain.com/blog/strategies-for-hoteliers-to-get-back-to-business-for-uk-market/,1 like
200,Strategies for Hoteliers to Get Back to Business for Europe Market,"July 20, 2020",https://rategain.com/blog/strategies-for-hoteliers-to-get-back-to-business-for-europe-market/,4 likes
201,"Perspectives #8 with Ajay Bakaya, Managing Director, Sarovar Hotels and Resorts","July 14, 2020",https://rategain.com/blog/perspectives-8-with-ajay-bakaya-managing-director-sarovar-hotels-and-resorts/,0 likes
202,Re-Taking The Skies : What Can Commercial Teams Do To Gear Up For A Full Return Of Airline Travel In The New Normal,"June 30, 2020",https://rategain.com/blog/re-taking-the-skies-what-can-commercial-teams-do-to-gear-up-for-a-full-return-of-airline-travel-in-the-new-normal/,0 likes
203,React to Competitive Prices in Real Time with RateGain’s OPTIMA MarketDrone,"June 15, 2020",https://rategain.com/blog/react-to-competitive-prices-in-real-time-with-rategains-optima-marketdrone/,0 likes
204,Watch Your Language! Content in the New Hospitality Landscape,"June 2, 2020",https://rategain.com/blog/watch-your-language-content-in-the-new-hospitality-landscape/,0 likes
205,Keeping Lights on During the Current COVID Crisis!,"May 5, 2020",https://rategain.com/blog/keeping-lights-on-during-the-current-covid-crisis/,1 like
206,"Hoteliers, Spot New Markets to Create New Revenues in a Post-COVID 19 World","April 23, 2020",https://rategain.com/blog/hoteliers-spot-new-markets-to-create-new-revenues-in-a-post-covid-19-world/,7 likes
207,Social Media During COVID-19: Tourism Brands That Got It Right,"April 21, 2020",https://rategain.com/blog/social-media-during-covid-19-tourism-brands-that-got-it-right/,2 likes
208,We Are Bracing Ourselves: Are You?,"March 20, 2020",https://rategain.com/blog/have-we-braced-ourselves/,6 likes
209,How to Capture Rate Integrity Issues in the Most Simplified Way,"March 11, 2020",https://rategain.com/blog/how-to-capture-rate-integrity-issues-in-the-most-simplified-way/,4 likes
210,Top 3 Rate Disparity Cases Acceptable to a Revenue Manager,"March 4, 2020",https://rategain.com/blog/top-3-rate-disparity-cases-acceptable-to-a-revenue-manager/,7 likes
211,Rate Integrity: A Brand New Way of Increasing Direct Bookings,"February 27, 2020",https://rategain.com/blog/rate-integrity-a-brand-new-way-of-increasing-direct-bookings/,3 likes
212,Why Choose Rate Intelligence Over Rate Shopping?,"February 19, 2020",https://rategain.com/blog/why-choose-rate-intelligence-over-rate-shopping/,5 likes
213,Why a Rate Intelligence Experience Should Have the Best Art & Science Behind it,"February 5, 2020",https://rategain.com/blog/why-a-rate-intelligence-experience-should-have-the-best-art-science-behind-it/,6 likes
214,Our Point of View on the Modern Age Distribution Ecosystem,"January 31, 2020",https://rategain.com/blog/our-point-of-view-on-the-modern-age-distribution-ecosystem/,1 like
215,Are You Leading A Future-Ready HR?,"January 29, 2020",https://rategain.com/blog/are-you-leading-a-future-ready-hr/,3 likes
216,5 Ways to Ace Hospitality Marketing in 2020,"January 20, 2020",https://rategain.com/blog/5-ways-to-ace-hospitality-marketing-in-2020/,1 like
217,Why UX is Instrumental for Revenue Management,"January 14, 2020",https://rategain.com/blog/why-ux-is-instrumental-for-revenue-management/,12 likes
218,Visualizing Data Like a Pro: The Key to Unlock the Data Gold Mine,"December 17, 2019",https://rategain.com/blog/visualizing-data-like-a-pro-the-key-to-unlock-the-data-gold-mine/,9 likes
219,Smart Shopping for Data: Driving Analytics Excellence in the Airlines Industry,"December 4, 2019",https://rategain.com/blog/smart-shopping-for-data-driving-analytics-excellence-in-the-airlines-industry/,2 likes
220,"Mr. Hotelier, Four Signs It is Time to Change your Distribution Partner","November 29, 2019",https://rategain.com/blog/mr-hotelier-four-signs-it-is-time-to-change-your-distribution-partner/,1 like
221,Adopting SCRUM in the Organization’s People Processes,"November 22, 2019",https://rategain.com/blog/adopting-scrum-organization-people-processes/,0 likes
222,How to Deliver Value In The Era Of Hospitality Industry Consolidation?,"November 19, 2019",https://rategain.com/blog/how-to-deliver-value-in-the-era-of-hospitality-industry-consolidation/,0 likes
223,What will define Long Term Success for Airlines,"November 11, 2019",https://rategain.com/blog/what-will-define-long-term-success-for-airlines/,5 likes
224,Challenges for Airline Revenue Managers Beyond 2020,"October 23, 2019",https://rategain.com/blog/challenges-for-airline-revenue-managers-beyond-2020/,5 likes
225,Navigating Constant Consolidation,"October 21, 2019",https://rategain.com/blog/navigating-constant-consolidation/,5 likes
226,Our point of view on Distribution Journey,"October 17, 2019",https://rategain.com/blog/our-point-of-view-on-distribution-journey/,5 likes
227,Putting User Experience at the center of a new problem,"October 15, 2019",https://rategain.com/blog/putting-user-experience-at-the-center-of-a-new-problem/,7 likes
228,The Last Distribution Challenge,"October 15, 2019",https://rategain.com/blog/re-configuring-the-distribution-models-for-the-next-gen-distribution-ecosystem/,0 likes
229,Can Car Rental analytics help make better investment decisions?,"October 4, 2019",https://rategain.com/blog/can-car-rental-analytics-help-make-better-investment-decisions/,5 likes
230,Top 3 considerations for blueprinting your content transformation,"September 21, 2019",https://rategain.com/blog/top-three-considerations-for-blueprinting-your-content-transformation/,5 likes
231,The Path to A Shared Future: Can car rentals help in turning around the industry slowdown ?,"September 11, 2019",https://rategain.com/blog/how-to-turn-around-car-industry-slowdown/,5 likes
232,Delivering Duty of Care in the Age of Corporate Rogue Travel,"August 21, 2019",https://rategain.com/blog/delivering-duty-of-care-in-the-age-of-corporate-rogue-travel/,4 likes
233,Who is winning the experience game in travel and hospitality?,"July 22, 2019",https://rategain.com/blog/who-is-winning-the-experience-game-in-travel-and-hospitality/,1 like
234,Airlines: Soaring on Ancillary Revenue,"July 18, 2019",https://rategain.com/blog/airlines-soaring-on-ancillary-revenue/,1 like
235,Transaction Tracking and Analytics: Steering Car Rental,"June 24, 2019",https://rategain.com/blog/transaction-tracking-and-analytics-steering-car-rental/,0 likes
236,Enhancing Car Rental Revenue Management with AI-driven Dynamic Pricing,"June 24, 2019",https://rategain.com/blog/enhancing-car-rental-revenue-management-with-ai-driven-dynamic-pricing/,0 likes
237,Busting a billion-dollar digital myth for cruise lines!,"February 8, 2019",https://rategain.com/blog/busting-billion-dollar-digital-myth-cruise-lines/,1 like
238,The future of distribution strategy at your doorstep,"September 24, 2018",https://rategain.com/blog/future-distribution-strategy-doorstep/,0 likes
239,"‘A Thousand Words’: Why Great Visuals Speak Directly, Fluently and Effortlessly","August 27, 2018",https://rategain.com/blog/importance-picture-reviews-hotel-reputation/,0 likes
240,New Age Data is Driving Growth for Travel Package Providers,"August 24, 2018",https://rategain.com/blog/new-age-big-data-growth-package-providers/,0 likes
241,Tackling content issues head-on,"July 16, 2018",https://rategain.com/blog/tackling-content-issues-head-on/,0 likes
242,7 Top Trends In Hotel Distribution Today,"July 13, 2018",https://rategain.com/blog/7-trends-hotel-distribution/,0 likes
243,HRS Selects RateGain as its Channel Management Partner for their newest connectivity platform,"May 4, 2018",https://rategain.com/blog/channel-management-channel-management-hrs-selects-rategain-channel-management-partner-new-platform/,0 likes
244,Code Itineraries: A road map for the travel industry to unlock one trillion dollars in value by 2025,"April 11, 2018",https://rategain.com/blog/code-itineraries-road-map-travel-industry/,0 likes
245,5 Ways to Improve Your Hotel's Visibility within Search Engines,"April 9, 2018",https://rategain.com/blog/5-ways-improve-hotels-visibility-search-engines/,0 likes
246,Hitting a home run in automation tools,"April 3, 2018",https://rategain.com/blog/hitting-a-home-run-in-automation-tools/,0 likes
247,Tapping the world’s no. 1 outbound travel market,"January 22, 2018",https://rategain.com/blog/tapping-the-worlds-no-1-outbound-travel-market/,0 likes
248,It's 100% pure adrenaline! Introducing Distribution Strategy Studio,"January 11, 2018",https://rategain.com/blog/pure-adrenaline-distribution-strategy-studio/,0 likes
249,Your Hotel Reputation Matters to Your Revenue,"December 11, 2017",https://rategain.com/blog/hotel-reputation-matters-revenue/,0 likes
250,"Hoteliers, Take a Re-look at Parity and Prevent Revenue Leakages","November 23, 2017",https://rategain.com/blog/hotel-parity-prevent-revenue-leakages/,0 likes
251,Assessing the boom in travel startups,"November 21, 2017",https://rategain.com/blog/assessing-the-boom-in-travel-startups/,0 likes
252,Building the Perfect Revenue Strategy Is Not Enough; Advanced Hotel Revenue Management Tool is a Must!,"November 13, 2017",https://rategain.com/blog/advanced-hotel-revenue-management-tool/,0 likes
253,Travel Industry is Already Using Geo-based Competitive Price Tracking; Act Now Before Its Too Late,"November 3, 2017",https://rategain.com/blog/geo-based-competitive-price-tracking-rate-intelligence-tool/,0 likes
254,We Bet You Will Not Want to Miss The Benefits of a Comprehensive Hotel Price Intelligence Solution!,"October 25, 2017",https://rategain.com/blog/benefits-hotel-price-intelligence-solution/,0 likes
255,Sharing economy blurring the lines in hospitality,"October 23, 2017",https://rategain.com/blog/sharing-economy-blurring-the-lines-in-hospitality/,0 likes
256,Tracking Mobile App Rates of Your Competition is a MUST for Your Price Strategy!,"October 11, 2017",https://rategain.com/blog/track-competitor-mobile-app-rates-hotel/,0 likes
257,Will Artificial Intelligence Replace Human Intelligence in Revenue Management and Pricing Analysis?,"September 29, 2017",https://rategain.com/blog/artificial-intelligence-replace-human-intelligence-revenue-management-pricing-analyst/,0 likes
258,It’s time to reexamine the data structure behind hotel distribution,"September 25, 2017",https://rategain.com/blog/its-time-to-reexamine-the-data-structure-behind-hotel-distribution/,0 likes
259,7 Fundamental Hotel Marketing Strategies To Stand Out From Your Competition,"September 21, 2017",https://rategain.com/blog/fundamental-hotel-marketing-strategies-stand-out/,1 like
260,Design an Effective Hotel Guest Loyalty Program to Increase Hotel Bookings and Revenue,"September 18, 2017",https://rategain.com/blog/effective-hotel-guest-loyalty-program-increase-revenue/,0 likes
261,Yield Management in Hospitality - Important for Efficient Revenue Management Strategy,"September 14, 2017",https://rategain.com/blog/yield-management-hospitality-revenue-strategy/,0 likes
262,What Makes Your Guests The Promoters of Your Brand?,"September 7, 2017",https://rategain.com/blog/make-guests-promoters-hotel-brand/,0 likes
263,Tapping the potential of IoT,"August 29, 2017",https://rategain.com/blog/tapping-the-potential-of-iot/,0 likes
264,The Role and Future of Technology in Travel Industry,"August 28, 2017",https://rategain.com/blog/role-future-technology-travel-industry/,0 likes
265,New Consumer Review Dashboard For Hotels,"August 21, 2017",https://rategain.com/blog/brandgain-new-consumer-review-dashboard/,0 likes
266,Measuring Demand in Your City will Skyrocket your Revenue - Here is How!,"August 21, 2017",https://rategain.com/blog/measuring-hotel-demand-city-skyrocket-revenue/,0 likes
267,7 Best Methods to Gather Quality Guest Feedback,"August 16, 2017",https://rategain.com/blog/methods-gather-hotel-guest-feedback/,0 likes
268,"The Brilliant Hotelier: Face To Face With Panayiotis Kyprianou From Thanos Resorts & Spas, Cyprus","August 14, 2017",https://rategain.com/blog/brilliant-hotelier-thanos-resorts-spas-cyprus/,0 likes
269,Monitoring Hundreds of Booking Sites - No Longer a Challenging Task for Hoteliers,"August 10, 2017",https://rategain.com/blog/monitoring-multiple-booking-sites-hotel-pricing-strategy/,0 likes
270,"Hotels, Utilize Closed User Group (CUG) Customers to Increase Revenue Through Direct Bookings","August 8, 2017",https://rategain.com/blog/utilize-closed-user-group-customers-increase-revenue-direct-bookings/,0 likes
271,Create a Revenue Centric Culture in your Hotel by Integrating Technology,"August 2, 2017",https://rategain.com/blog/revenue-centric-culture-integrated-hotel-technology/,0 likes
272,"Despite the best efforts of hotel brands, travelers still love to click around","August 1, 2017",https://rategain.com/blog/despite-the-best-efforts-of-hotel-brands-travelers-still-love-to-click-around/,0 likes
273,"Hoteliers, Are You Using Mobile to Support Your Online Reputation Management?","July 31, 2017",https://rategain.com/blog/mobile-support-hotel-online-reputation-management-strategy/,0 likes
274,7 Practical tips to improve online reviews of your hotel,"July 25, 2017",https://rategain.com/blog/tips-improve-online-reviews-hotel/,0 likes
275,14 Features to Consider Before Your Hotel Decides to Devote In a Channel Manager,"July 24, 2017",https://rategain.com/blog/features-consider-choosing-hotel-channel-manager/,0 likes
276,Managing Hotel Guest Sentiment and Online Presence to Create Revenue Centric Culture,"July 19, 2017",https://rategain.com/blog/managing-hotel-guest-sentiment-online-presence-revenue-centric-culture/,0 likes
277,"Hoteliers, You Need a Channel Manager with an Edge to Stand out from Competition","July 18, 2017",https://rategain.com/blog/right-hotel-channel-manager-stand-out-competitive-edge/,0 likes
278,Blockchain and its potential to upend the travel industry,"July 17, 2017",https://rategain.com/blog/blockchain-and-its-potential-to-upend-the-travel-industry/,0 likes
279,"Hoteliers, Learn How to Create A Revenue Centric Culture in Your Hotel","July 10, 2017",https://rategain.com/blog/create-hotel-revenue-centric-culture/,0 likes
280,"Hoteliers, Learn About The Growing Importance of Hotel Online Reputation Management","July 4, 2017",https://rategain.com/blog/growing-importance-hotel-online-reputation-management/,0 likes
281,How to Make Restaurant’s Online Reputation a Secret Sauce in Enhancing your Hotel Brand?,"June 28, 2017",https://rategain.com/blog/restaurant-online-reputation-enhance-hotel-brand/,0 likes
282,Engaging Travelers Through Social Media Can Reap Umpteen Benefits for Hotels,"June 19, 2017",https://rategain.com/blog/engaging-travelers-social-media-hotels-reap-benefits/,0 likes
283,Approach For A Balanced Hotel Distribution Strategy - Learn Why Hotels Should Adopt It,"June 14, 2017",https://rategain.com/blog/adopt-balanced-hotel-distribution-strategy/,0 likes
284,9 Tips to Build a Hotel’s Facebook Strategy & Improve Guest Experience,"June 6, 2017",https://rategain.com/blog/improve-guest-experience-build-hotel-facebook-strategy-social-media/,0 likes
285,Top Trends: Millennial Travelers & the Hospitality Sector,"May 30, 2017",https://rategain.com/blog/millennial-travelers-trends-hospitality-sector/,0 likes
286,Evolving Role Of Hotel Revenue Manager - Part 4,"May 26, 2017",https://rategain.com/blog/evolving-hotel-revenue-manager-use-big-data/,0 likes
287,The Evolving Role of Revenue Managers - Part 3,"May 24, 2017",https://rategain.com/blog/evolving-role-revenue-managers-hotel-comp-set/,0 likes
288,Good translation key to staying in global marketplace,"May 24, 2017",https://rategain.com/blog/good-translation-key-to-staying-in-global-marketplace/,0 likes
289,The Evolving Role Of Hotel Revenue Managers – Part 2,"May 17, 2017",https://rategain.com/blog/evolving-role-hotel-revenue-managers-part2/,0 likes
290,How Your Hotel distribution & Online Reputation Strategy is key to RevPAR Management,"May 15, 2017",https://rategain.com/blog/revpar-management-hotel-distribution-reputation-strategy/,0 likes
291,The Evolving Role of Hotel Revenue Managers - Part 1,"May 10, 2017",https://rategain.com/blog/evolving-role-hotel-revenue-managers-part1/,0 likes
292,5 Effective Ways Hotels Could Conduct Guest Surveys and Loyalty Programs,"May 2, 2017",https://rategain.com/blog/effective-hotels-guest-surveys-loyalty-programs/,0 likes
293,"Hoteliers, Are Vacation Rentals Eating Your Lunch?","April 26, 2017",https://rategain.com/blog/vacation-rentals-eating-hotel-revenue/,0 likes
294,Abbreviations are not a content strategy,"April 24, 2017",https://rategain.com/blog/abbreviations-are-not-a-content-strategy/,0 likes
295,The Future of Hotel Revenue Management – BOTs or Humans?,"April 18, 2017",https://rategain.com/blog/future-hotel-revenue-management-bots-humans/,0 likes
296,"Hoteliers, Learn How to Overcome the Challenges in Online Reputation Management","April 14, 2017",https://rategain.com/blog/overcome-shortcomings-challenges-in-online-reputation-management/,0 likes
297,Managing Seasonal Market Changes to Ensure your Hotel Stays on Top - Part 4,"April 13, 2017",https://rategain.com/blog/managing-seasonal-market-changes-hotel-stays-top-part4/,0 likes
298,Managing Seasonal Market Changes to Ensure your Hotel Stays on Top - Part 3,"April 11, 2017",https://rategain.com/blog/seasonal-market-changes-hotels-attract-guests/,0 likes
299,Managing Seasonal Market Changes to Ensure your Hotel Stays on Top - Part 2,"April 7, 2017",https://rategain.com/blog/managing-seasonal-market-changes-hotel-stays-top-part-2/,0 likes
300,Solving the hospitality industry’s ‘content conundrum’,"April 3, 2017",https://rategain.com/blog/olving-the-hospitality-industrys-content-conundrum/,0 likes
301,Managing Seasonal Market Changes to Ensure your Hotel Stays on Top - Part 1,"April 3, 2017",https://rategain.com/blog/managing-seasonal-market-changes-hotel-stays-top/,0 likes
302,"Hoteliers, Beat the Competition and Be The Market Leaders By Adopting Automation","March 27, 2017",https://rategain.com/blog/revenue-managers-embrace-automation-market-leaders/,0 likes
303,How Can Hotels Use Google to Maximise their Online Presence?,"March 17, 2017",https://rategain.com/blog/how-hotels-use-google-maximise-online-presence/,0 likes
304,Revenue Management & Marketing Automation can Help Independent Hotels Stay Ahead,"March 14, 2017",https://rategain.com/blog/revenue-management-marketing-automation-for-independent-hotels/,0 likes
305,Big Data Challenge,"March 8, 2017",https://rategain.com/blog/big-data-challenge/,0 likes
306,"Hoteliers, Design Your Revenue Management Strategy in Pre-Opening Stage","March 2, 2017",https://rategain.com/blog/hotel-revenue-management-strategy-pre-opening/,0 likes
307,"Hoteliers, Keep a Track of Events and Holidays To Increase your Revenue Many Folds","February 20, 2017",https://rategain.com/blog/track-events-and-holidays-increase-hotel-revenue/,0 likes
308,3 Effective Hotel Pricing Strategy Can Boost Your Hotel Revenue,"February 13, 2017",https://rategain.com/blog/effective-hotel-pricing-strategy-to-boost-revenue/,2 likes
309,How to Manage Hotel's Online Reviews & Guest Experience,"February 2, 2017",https://rategain.com/blog/how-to-manage-hotel-online-reviews/,0 likes
310,Why Should Hotels Pay Special Attention to Demand Forecasting?,"January 25, 2017",https://rategain.com/blog/why-should-hotels-pay-special-attention-to-demand-forecasting/,0 likes
311,"The Brilliant Hotelier: Face to face with Deanna Jayasundera from Theme Resorts and Spas, Sri Lanka","January 16, 2017",https://rategain.com/blog/brilliant-hotelier-face-face-deanna-jayasundera-assistant-manager-theme-resorts-spas-sri-lanka/,0 likes
312,RateGain’s Top 12 Blogs of 2016,"January 3, 2017",https://rategain.com/blog/rategains-top-12-blogs-of-2016/,0 likes
313,Managing Real-Time Room Inventories Across Multiple OTAs,"December 27, 2016",https://rategain.com/blog/managing-real-time-room-inventories-across-multiple-otas/,0 likes
314,"The Brilliant Hotelier: Face 2 Face with Ria Roberto, the Director of Revenue Management at Kenz Hotel Management, UAE","December 19, 2016",https://rategain.com/blog/the-brilliant-hotelier-face-2-face-with-ria-roberto-the-director-of-revenue-management-at-kenz-hotel-management-abu/,0 likes
315,Be the Revenue Management Hero of your Hotel,"November 28, 2016",https://rategain.com/blog/be-the-revenue-management-hero-of-your-hotel/,0 likes
316,"Hotels, Let’s Go Direct!","November 23, 2016",https://rategain.com/blog/hotels-lets-go-direct/,0 likes
317,Tips to Build Customer Loyalty for Your Restaurant,"November 21, 2016",https://rategain.com/blog/tips-to-build-customer-loyalty-for-your-restaurant/,0 likes
318,"Systems Reliability, A Necessity for Hotel Operations: Part 2","November 18, 2016",https://rategain.com/blog/systems-reliability-a-necessity-for-hotel-operations-part-2/,0 likes
319,Is Your Hotel United by Goals but Divided by Systems?,"November 16, 2016",https://rategain.com/blog/is-your-hotel-united-by-goals-but-divided-by-systems/,0 likes
320,"The Brilliant Hotelier: Face 2 Face with I Nyoman Astama, General Manager of the Bali Niksoma Boutique Beach Resort","November 15, 2016",https://rategain.com/blog/the-brilliant-hotelier-face-2-face-with-i-nyoman-astama-general-manager-of-the-bali-niksoma-boutique-beach-resort/,0 likes
321,"Systems Reliability, A Necessity for Hotel Operations: Part 1","November 11, 2016",https://rategain.com/blog/systems-reliability-a-necessity-for-hotel-operations-part-1/,0 likes
322,Is your Hotel Website Ready for Google's Latest Mobile Updates,"November 8, 2016",https://rategain.com/blog/is-your-hotel-website-ready-for-googles-latest-mobile-updates/,0 likes
323,Optimize Your Hotel’s SEO and Mobile Strategy,"November 3, 2016",https://rategain.com/blog/optimize-your-hotels-seo-and-mobile-strategy/,0 likes
324,"The Brilliant Hotelier: Face 2 Face with Stavros Drakou, Director at Cyprotels Hotels and Resorts, Cyprus","November 2, 2016",https://rategain.com/blog/the-brilliant-hotelier-face-2-face-with-stavros-drakou-director-at-cyprotels-hotels-and-resorts-cyprus/,0 likes
325,What’s spookier than Halloween for Hoteliers?,"October 26, 2016",https://rategain.com/blog/whats-spookier-than-halloween-for-hoteliers/,0 likes
326,Tapping the phenomenal potential of the Asia Pacific region,"October 10, 2016",https://rategain.com/blog/tapping-the-phenomenal-potential-of-the-asia-pacific-region/,0 likes
327,"The Brilliant Hotelier: Face 2 Face with Trisna Widia, Marketing & E-Commerce Manager, Prime Plaza Hotels and Resorts, Indonesia","October 6, 2016",https://rategain.com/blog/the-brilliant-hotelier-face-2-face-with-trisna-widia-marketing-e-commerce-manager-prime-plaza-hotels-and-resorts-indonesia/,0 likes
328,How to Increase Hotel Direct Bookings? Don’t Ignore the Role of a Booking Engine,"September 26, 2016",https://rategain.com/blog/how-to-increase-hotel-direct-bookings-dont-ignore-the-role-of-a-booking-engine/,0 likes
329,Weary of Disruption? 5 Simple Steps to Disrupt the Disruptions in the Rapidly Changing Hospitality Industry,"September 21, 2016",https://rategain.com/blog/weary-of-disruption-5-simple-steps-to-disrupt-the-disruptions-in-the-rapidly-changing-hospitality-industry/,0 likes
330,Disruption in the Hotel Industry and Changing Face of the Global Travel Market,"September 16, 2016",https://rategain.com/blog/disruption-in-the-hotel-industry-and-changing-face-of-the-global-travel-market/,0 likes
331,"The Brilliant Hotelier: Tête-à-Tête with Richard Lewis, the CEO of Landmark Hotels, Dubai","September 15, 2016",https://rategain.com/blog/the-brilliant-hotelier-tete-a-tete-with-richard-lewis-the-ceo-of-landmark-hotels-dubai/,0 likes
332,The fast-changing world of hospitality distribution,"September 12, 2016",https://rategain.com/blog/rapid-technological-change-spells-disruption-and-opportunity/,0 likes
333,"Hotels, Are You Prepared for Digital Detox Travelers?","September 6, 2016",https://rategain.com/blog/hotels-are-you-prepared-for-digital-detox-travelers/,0 likes
334,"The Brilliant Hotelier: Face 2 Face with the Revenue Director at J5 Rimal Hotel Apartments, Dubai","September 2, 2016",https://rategain.com/blog/the-brilliant-hotelier-face-2-face-with-the-revenue-director-at-j5-rimal-hotel-apartments-dubai/,0 likes
335,How Hotels of Tomorrow are Improving Guest Experience with Technology?,"September 1, 2016",https://rategain.com/blog/how-hotels-of-tomorrow-are-improving-guest-experience-with-technology/,0 likes
336,Sharing economy and alternative lodging offer great opportunities,"August 29, 2016",https://rategain.com/blog/sharing-economy-and-alternative-lodging-offer-great-opportunities/,0 likes
337,How can Hotels Generate More Revenue from Customer Loyalty - Part II,"August 25, 2016",https://rategain.com/blog/how-can-hotels-generate-more-revenue-from-customer-loyalty-part-ii/,0 likes
338,How can Hotels Generate More Revenue from Customer Loyalty - Part I,"August 19, 2016",https://rategain.com/blog/how-can-hotels-generate-more-revenue-from-customer-loyalty-part-i/,0 likes
339,Travel agents: a re-emerging force in hospitality distribution,"August 15, 2016",https://rategain.com/blog/travel-agents-a-re-emerging-force-in-hospitality-distribution/,0 likes
340,5 Things About Hotel Revenue Management Your Boss Wants to Know – Part II,"July 28, 2016",https://rategain.com/blog/top-5-things-about-hotel-revenue-management-your-boss-wants-to-know/,0 likes
341,Pikachu Conjures his Pokemon Friends for Increasing Hotel Revenues,"July 26, 2016",https://rategain.com/blog/pikachu-conjures-his-pokemon-friends-for-increasing-hotel-revenues/,0 likes
342,The sensible economics of 'one to many',"July 26, 2016",https://rategain.com/blog/the-sensible-economics-of-one-to-many/,0 likes
343,5 Things About Hotel Revenue Management Your Boss Wants to Know - Part I,"July 22, 2016",https://rategain.com/blog/5-things-about-hotel-revenue-management-your-boss-wants-to-know-part-i/,0 likes
344,"Hotels, Improve your Online Distribution Strategy with Six Simple Tips","July 12, 2016",https://rategain.com/blog/hotels-improve-your-online-distribution-strategy-with-six-simple-tips/,0 likes
345,How to Ensure the Demand Generated is Translated into Increased Revenues?,"July 11, 2016",https://rategain.com/blog/how-to-ensure-the-demand-generated-is-translated-into-increased-revenues/,0 likes
346,"Brexit: The Impact on Travel and Tourism Industry, Now and Later","June 27, 2016",https://rategain.com/blog/brexit-the-impact-on-travel-and-tourism-industry-now-and-later/,0 likes
347,Create a new chapter in the relationship between Your Hotel & Guests with Chat Tools,"June 21, 2016",https://rategain.com/blog/create-a-new-chapter-in-the-relationship-between-your-hotel-guests-with-chat-tools/,0 likes
348,Effective Ways to Measure & Generate Demand – Part V,"June 19, 2016",https://rategain.com/blog/effective-ways-to-measure-generate-demand-building-a-revenue-culture/,0 likes
349,Effective Ways to Measure & Generate Demand – Part IV,"June 17, 2016",https://rategain.com/blog/effective-ways-to-measure-generate-demand-part-iv/,0 likes
350,Effective Ways to Measure & Generate Demand - Part II,"June 15, 2016",https://rategain.com/blog/effective-ways-to-measure-demand-part-ii/,0 likes
351,Effective Ways to Measure & Generate Demand – Part III,"June 15, 2016",https://rategain.com/blog/effective-ways-to-measure-generate-demand-part-iii/,0 likes
352,Effective Ways to Measure and Generate Demand - Part I,"May 17, 2016",https://rategain.com/blog/effective-ways-to-measure-and-generate-demand-part-i/,0 likes
353,8 Top Tips to Choose the Right Hotel Channel Manager,"May 3, 2016",https://rategain.com/blog/8-top-tips-to-choose-the-right-hotel-channel-manager/,0 likes
354,Comparing and Contrasting Industry Problems with Revenue Optimisation,"April 27, 2016",https://rategain.com/blog/comparing-and-contrasting-industry-problems-with-revenue-optimisation/,0 likes
